         20948676 function calls (19986510 primitive calls) in 125.411 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4219    0.001    0.000    0.001    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\environment.py:215(<lambda>)
     4736    0.001    0.000    0.001    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
      584    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\optim\optimizer.py:91(_stack_if_compiling)
       12    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\cuda\memory.py:265(memory_stats_as_nested_dict)
     1752    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:942(<genexpr>)
      600    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\fromnumeric.py:72(<dictcomp>)
      584    0.001    0.000    0.001    0.000 <string>:2(__init__)
      231    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\copyreg.py:113(_slotnames)
      220    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\storage.py:933(_size)
      584    0.001    0.000    0.001    0.000 {built-in method torch._C._are_functorch_transforms_active}
      584    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\utils.py:435(hashable)
        4    0.000    0.000    0.001    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\grid.py:59(wall_rect)
        5    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:474(__exit__)
     1168    0.001    0.000    0.001    0.000 {built-in method torch._C._get_privateuse1_backend_name}
      105    0.000    0.000    0.001    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\environment.py:537(_rand_pos)
        5    0.001    0.000    0.001    0.000 {built-in method torch._C.write_end_of_file}
     1168    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:300(ismethod)
      596    0.001    0.000    0.001    0.000 <frozen os>:742(check_str)
     1168    0.001    0.000    0.001    0.000 {built-in method torch._C._dynamo.eval_frame.set_eval_frame}
      388    0.001    0.000    0.001    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\environment.py:507(_reward)
      600    0.000    0.000    0.001    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:174(__len__)
     1168    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:480(iscode)
     4736    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\jit\__init__.py:127(annotate)
     1168    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:466(isframe)
      440    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\storage.py:581(__init__)
     3568    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:3015(parameters)
        4    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\gymnasium\core.py:121(reset)
      220    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_utils.py:184(get_tensor_metadata)
     3568    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\data.py:620(stores_as)
      145    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\nn\modules\module.py:1806(_save_to_state_dict)
        4    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\gymnasium\utils\seeding.py:9(np_random)
      210    0.001    0.000    0.001    0.000 {method 'integers' of 'numpy.random._generator.Generator' objects}
      584    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\_foreach_utils.py:8(_get_foreach_kernels_supported_devices)
       12    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\cuda\_utils.py:9(_get_device_index)
     1505    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\fromnumeric.py:1136(_argmax_dispatcher)
      584    0.001    0.000    0.001    0.000 {method 'numel' of 'torch._C.TensorBase' objects}
      220    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\storage.py:817(_element_size)
       16    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\fromnumeric.py:3385(mean)
      584    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\eval_frame.py:149(revert)
      584    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\backends\cuda\__init__.py:33(is_built)
      440    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\storage.py:509(__new__)
       12    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_utils.py:759(_get_device_index)
       16    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\_methods.py:101(_mean)
       12    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_utils.py:733(_get_current_device_index)
      220    0.000    0.000    0.000    0.000 {built-in method torch._C._get_tensor_metadata}
      220    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:208(_cpu_tag)
      584    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\autograd\__init__.py:155(_tensor_or_tensors_to_tuple)
        8    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\grid.py:47(horz_wall)
       12    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_utils.py:721(_get_device_attr)
        8    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\grid.py:53(vert_wall)
      220    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:213(_cuda_tag)
      220    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_utils.py:817(_element_size)
     1793    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
      804    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      596    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDeviceCount}
      584    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      596    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      336    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\world.py:111(__init__)
    110/5    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
    110/5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       12    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_memoryStats}
      220    0.000    0.000    0.000    0.000 {built-in method torch._C._has_storage}
     1168    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\decorators.py:148(graph_break)
       75    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\nn\dense\linear.py:21(is_uninitialized_parameter)
      640    0.000    0.000    0.000    0.000 {method 'nbytes' of 'torch._C.StorageBase' objects}
      220    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_utils.py:438(_get_obj_state)
        4    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\contextlib.py:78(inner)
      436    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\grid.py:19(set)
       12    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_utils.py:708(_get_available_device_type)
      586    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      440    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\world.py:11(__init__)
      2/1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:500(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:723(Optional)
      220    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_namedtensor_internals.py:10(check_serializing_named_tensor)
      210    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\storage.py:37(size)
      895    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      220    0.000    0.000    0.000    0.000 {method 'untyped_storage' of 'torch._C.TensorBase' objects}
      600    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\fromnumeric.py:2172(_sum_dispatcher)
     1168    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\eval_frame.py:261(always_false)
      220    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\storage.py:943(_pickle_storage_type)
      660    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.StorageBase' objects}
       84    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\world.py:119(__init__)
      584    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\eval_frame.py:257(nothing)
        3    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:168(_type_check)
        4    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x000002797F79ACA0}
      220    0.000    0.000    0.000    0.000 {method 'stride' of 'torch._C.TensorBase' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\_methods.py:67(_count_reduce_items)
      584    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:2287(cast)
       12    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_utils.py:735(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\_ufunc_config.py:430(__enter__)
      584    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\optim\optimizer.py:358(_optimizer_step_code)
        8    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\_ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:679(Union)
      135    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\onnx\utils.py:70(is_in_onnx_export)
      220    0.000    0.000    0.000    0.000 {method 'has_names' of 'torch._C.TensorBase' objects}
      220    0.000    0.000    0.000    0.000 {method 'storage_offset' of 'torch._C.TensorBase' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\cuda\__init__.py:776(current_device)
        3    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:159(_type_convert)
       16    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
      231    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      220    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\hooks.py:82(warn_if_has_hooks)
      220    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:866(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_ops.py:800(__getattr__)
      220    0.000    0.000    0.000    0.000 {method '__getstate__' of 'object' objects}
      169    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\world.py:20(can_overlap)
       16    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\environment.py:155(_place_agent)
       40    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\optim\optimizer.py:135(_get_scalar_dtype)
      210    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\gymnasium\core.py:215(np_random)
       24    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\cuda\__init__.py:216(is_initialized)
        8    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
       12    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDevice}
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:1376(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:715(<genexpr>)
       20    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\world.py:130(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      210    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\storage.py:29(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\_ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_ops.py:547(__init__)
       17    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:916(__eq__)
      135    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\onnx\_globals.py:62(in_onnx_export)
      122    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\world.py:123(can_overlap)
       16    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\world.py:82(reset)
       12    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\cuda\__init__.py:263(_lazy_init)
        4    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\grid.py:11(__init__)
       99    0.000    0.000    0.000    0.000 <frozen _collections_abc>:262(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_operation_overload}
        7    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:1320(__setattr__)
       24    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_isInBadFork}
        4    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:1279(__init__)
       40    0.000    0.000    0.000    0.000 {built-in method torch.get_default_dtype}
        5    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:567(_check_save_filelike)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:334(_remove_dups_flatten)
       10    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:408(_is_path)
       16    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        5    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:413(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:126(update_beta)
        7    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:1266(_is_dunder)
       34    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\world.py:133(can_overlap)
       16    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_schema}
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\storage.py:389(_dtype_to_storage_type_map)
        5    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:547(_check_dill_version)
        5    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:306(_deduplicate)
       16    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\fromnumeric.py:3380(_mean_dispatcher)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        4    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\main.py:76(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:251(_collect_parameters)
        4    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:925(__hash__)
       12    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\main.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_ops.py:43(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:416(__enter__)
        4    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\multiarray.py:153(concatenate)
        1    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:479(__repr__)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:1381(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\contextlib.py:65(_recreate_cm)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)


